Event Picture Ref No,Event Name,Description,Interest,Start Time,End Time,Event Date,End Date,Repeat,Location ,Lat/Long,Website,Contact Number
Delano_5.jpg,Skyfall Lounge,"An Unparalleled ViewSkyfall Lounge, located adjacent to Rivea, is a multi-sensory experience; combining a panoramic overlook of the city, dramatic interiors, chill out sounds, creative plates and artisan cocktails. Enjoy the pace of our laid back atmosphere, a carefree escape from the noise and stress of the city while our resident DJ_s spin easygoing tunes and eclectic beats",Bars & Lounges,5:00:00 PM,12:00:00 AM,11.01.2019,31.12.2019,"Sun, Mon, Tue, Wed, Thu","3940 S Las Vegas Blvd, Las Vegas, NV 89119",36.093391/-115.173027,https://www.delanolasvegas.com/en/nightlife/skyfall-lounge.html,877 632 5400
Delano_5.jpg,Skyfall Lounge,"An Unparalleled ViewSkyfall Lounge, located adjacent to Rivea, is a multi-sensory experience; combining a panoramic overlook of the city, dramatic interiors, chill out sounds, creative plates and artisan cocktails. Enjoy the pace of our laid back atmosphere, a carefree escape from the noise and stress of the city while our resident DJ_s spin easygoing tunes and eclectic beats",Bars & Lounges,5:00:00 PM,1:00:00 AM,11.01.2019,31.12.2019,"Fri, Sat","3940 S Las Vegas Blvd, Las Vegas, NV 89119",36.093391/-115.173027,https://www.delanolasvegas.com/en/nightlife/skyfall-lounge.html,877 632 5400 
