Event picture number,Event name,Description,Interest,Start time,Finish time ,Event date,End date,Repeat,Location,Lat/Lon,Website,Contact Number
Cosmopolitan _28.jpg,Starbucksˇ,"A traditional Starbucks featuring non-traditional art and scenery. Sip on your favorite coffee drinks, Frappucinos and lattes while overlooking The Las Vegas Strip amidst the first-ever permanent public art installation by renowned French artist and photographer, Georges Rousse.",Cafes,6:00:00 AM,10:00:00 PM,01.01.2019,31.12.2019,Everyday,"3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/starbucks,1 877 893 2001 
Cosmopolitan _31.jpg,Va Bene Caffä ,"Va Bene Caffä is a polished, modern Las Vegas Italian coffee bar with the ""it's all good"" attitude reflected in its name. Conveniently located on the casino floor of The Chelsea Tower, Va Bene Caffä is a refreshing departure from the average coffee shop. It offers a variety of fresh-baked pastries and _ of course _ coffee and espresso beverages carefully prepared by master barist",Cafes,12:00:00 AM,12:00:00 PM,01.01.2019,31.12.2019,"Fri, Sat, Sun, Mon, Tue","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/va-bene-caffe,1 877 893 2001 
Cosmopolitan _31.jpg,Va Bene Caffä ,"Va Bene Caffä is a polished, modern Las Vegas Italian coffee bar with the ""it's all good"" attitude reflected in its name. Conveniently located on the casino floor of The Chelsea Tower, Va Bene Caffä is a refreshing departure from the average coffee shop. It offers a variety of fresh-baked pastries and _ of course _ coffee and espresso beverages carefully prepared by master barist",Cafes,5:00:00 AM,1:00:00 AM,01.01.2019,31.12.2019,"Wed, Thu","3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://www.cosmopolitanlasvegas.com/restaurants/va-bene-caffe,1 877 893 2001 
