Event Picture Ref No,Event Name,Description,Interest,Delano,End Time,Event Date,End Date,Repeat,Location ,Lat/Long,Website,Contact Number
Delano_4.jpg,3940 Coffee and Tea,"An Inspired RetreatInspired by the shaded area of a sun-drenched desert, 3940 is a comfortable retreat featuring mid-century modern furniture, plush sofas and communal seating. The ceiling_s unique lighting features cast a patterned glow to the comfortable surroundings, where guests can lounge and unwind by the marble fireplace or in our alluring living room. The menu is perfect for a quick bite or refreshing beverage - guests can enjoy one of our many artisanal teas, freshly squeezed juices and signature coffees, or perhaps sample one of our signature menu items such as our Breakfast Burrito and Ham & Brie Paninis.",Cafes,5:30:00 AM,1:00:00 PM,11.01.2019,31.12.2019,Everyday,"3940 S Las Vegas Blvd, Las Vegas, NV 89119",36.093391/-115.173027,httpshttps://www.delanolasvegas.com/en/restaurants/3940-coffee-and-tea.html://www.delanolasvegas.com/en/restaurants/rivea.html,702 632 7450 
