Event Picture Ref No,Event Name,Description,Interest,Start Time,Finish Time,Event Date,End Date,Reapeat,Location,Lat/Lon,Website,Contact Number
Bellagio_P.jpg,Poolside Luxury ,"Treat yourself to the romantic lure of a Mediterranean-infused al fresco poolside experience ? unquestionably Las Vegas' most inviting pool area. Take a relaxing dip in refreshing azure waters. Five distinctive pool courtyard settings are yours for the taking. Spas, an exquisite garden vista caf‚, private cabanas, and poolside massage treatments are also available to complete this outdoor oasis. Must be 14 years of age or accompanied by a parent or guardian of at least 18 years.",Pools,8:00:00 AM,7:00:00 PM,01.01.2019,31.12.2019,Everyday,"3600 S Las Vegas Blvd, Bellagio Hotel, Las Vegas, NV 89109",36.112626-115.176705,https://www.bellagio.com/en/amenities/pool-courtyards.html,702 693 7487
