Event picture number,Event name,Description,Interest,Start time,Finish time ,Event date,End date,Repeat,Location,Lat/Lon,Website,Contact Number
Cosmopolitan _53.jpg,Boulevard Pool,"Overlooking the heart of the Las Vegas Strip on the East Deck, Boulevard Pool_s multi-level, open-air environment offers unobstructed sightlines in all directions.Upbeat music, combined with intimately spaced lounge chairs and daybeds, creates a communal atmosphere and vibrant social scene. And there is always something to see or do, from live musical performances on the pool stage to movies playing on the marquee. Boulevard Pool is the ultimate Las Vegas concert venue.",Pools,9:00:00 AM,5:00:00 PM,01.03.2019,31.10.2019,Everyday,"3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://marqueelasvegas.com/events/,702 698 6797
Cosmopolitan _54.jpg,The Chelsea Pool,"The Chelsea Pool is an indulgent escape and refreshing retreat. Designed for pampering, the pool_s discrete havens provide varying degrees of seclusion.A soothing environment with a private canyon-like feel, The Chelsea Pool is the ultimate Las Vegas relaxation zone _ a place where you can take a break from the excitement of the Strip. You can kick back, relax, listen to soothing ambient sounds, and enjoy a stylish oasis above it all.",Pools,9:00:00 AM,5:00:00 PM,01.03.2019,31.10.2019,Everyday,"3708 Las Vegas Boulevard South, Las Vegas, NV 89109",36.110160-115.174040,https://marqueelasvegas.com/events/,702 698 6797
